,Date,User_Id,Message,NumberOfPastPosts,Role
2584,"
April 2012 ",crankeee,"
lisa: Your comment;I'm told that to get really good A/C I need to avoid economy cars, so I'm also looking at the next tier up. But I really don't know anything about the entry level luxury segment, so am not even sure where to begin there. Even a luxury car needs to be test driven for A/c efficiency IMO. At one time, we had an older GM upscale model and a 20 year old Nissan 300ZX. Nissan car A/C was much better even though many early Japanese were notoriously poor.. Now have newer upscale GM with outstanding A/C and also a new Sonata GLS with outstanding A/C. Point is the A/C function varies by model and maker as much as price point. More bucks do not really guarantee any function will perform if the design or application is flawed. The posts on the Edmunds boards are a great source to vet any potential choice due to the broad database of various unbiased users that post their real world experiences. Good luck. ",Posts: 298,Member
2585,"
April 2012 ",stever,"
A reporter is looking for a car shopper who thinks 40 MPG is a requisite before they buy. If you have recently shopped for a car, and you have only considered cars that get 40 MPG, and you are willing to share your story with a reporter, please contact pr@edmunds.com with your daytime contact information no later than Tuesday, April 24, 2012 at noon Pacific/3 p.m. Eastern. ","Posts: 52,457",Guest
2586,"
April 2012 ",plekto,"
You know, the most overbuilt vehicles are made by GM and Ford. Ford has the edge on body construction and GM has the edge on having the most reliable transmissions.Not all domestic vehicles are toads. The Ford Edge, for instance, is actually a nice car. And given that their primary target audience is mostly people who live in the Midwest and drive long distances, rental companies, government fleets, and so on, you can guarantee that their AC and heating systems are big and over-sized.The best AC system I ever had was in a Crown Victoria. the car was also essentially indestructible. A 2-3 year old (non fleet owned - get one of the 10% that were sold to individuals) Mercury Grand Marquis might be a good option as it's cheap, will last a long time, and the lower purchase price (less tax, insurance, and registration as well) will offset the fuel difference for quite a few years. Also, these old RWD Fords are dirt cheap to fix. Literally half the cost of my previous Toyota 4Runner.20mpg vs 25mpg hardly matters if you only drive 8-10K a year and you factor in the other savings. Too many people get cars that save money up front but ride and last like the tin cans that they are. Of course, you'd expect a Civic to not be as good as a Taurus, given that one costs a whole lot more than the other and is a much larger and heavier car. Just like how a Camry is a better car than a Yaris, even used. And always will likely be until the Camry is literally ready for the junk yard.Another good car to look at for the same reason would be any of the larger Buick or Cadillac sedans. Since most have a V6 in them they get good MPG and are built to soak up day after day of highway miles. A couple of year used Lucerne/Park Avenue/LaCrosse/etc with the V6 would be good if fuel is a concern, or you could get a couple of year used DTS or V8 Lucerne if you don't drive much. Only get the non-supercharged 3.8/3.9 models though. These are more reliable and have less to go wrong with them. Case in point, my mother's Buick LeSabre is ugly as a toad but it's turning out to be dirt cheap to keep running and a good commuter car. With a few basic hypermilling techniques on the highway, it can just barely eek out 30mpg on long trips. That's quite impressive. And it has a whole slew of options that most budget cars don't have like HUD, digital displays and diagnostic systems, leather, premium sound... These don't suck by any means, no matter what the auto magazines say if you are coming from a budget set of wheels.All will be fantastic for a kid's first car as they are bigger and safer. They don't like to be driven fast and that's good for your wallet and blood pressure. ","Posts: 3,738",Member
2587,"
April 2012 ",Kirstie_H,"
Well, given that the person who posed the question finds the Passat too large for her liking, I doubt the Crown Vic, Grand Marquis, and larger Buick and Cadillac offerings are going to fit the bill. The vehicle is for her, primarily. ","Posts: 11,133",Administrator
2588,"
April 2012 ",plekto,"
It does seem a bit odd, though, that the OP complained about VW's reliability and then is interested in another one. ","Posts: 3,738",Member
2589,"
April 2012 ",Kirstie_H,"
Well, there are trade-offs with every potential vehicle. And it's the Golf, which is a different animal and has been more reliable. ","Posts: 11,133",Administrator
2590,"
April 2012 ",firsttimecar,"
Hello,I am a new grad (23 years old) living in Alberta, Canada and I would like some help purchasing my very first new car. What I'm looking in a car is safety, reliability, affordability, fuel efficient and decent room/comfort when driving.I was looking at the 2012 Corolla vs. the 2012 Elantra. The Corolla is slightly less expensive than the Elantra but from the reviews I've been reading the Elantra seems to get significantly better ratings than the Corolla. I'm also wondering if the sudden acceleration problem that Toyota was having a couple years back is fixed yet? I've read the 2012 Lemon-aid book and drivers are still reporting issues with the acceleration/steering (Elantra got 5 stars while Corolla only got 2). Any other car suggestions would be greatly appreciated.My budget is around $20k...if I save a few more months I should have enough to pay my car in cash and not need financing. Also, another thing I'm debating is that...should I go for a compact or mid-sized sedan(I will need financing then)? Thinking for the future, I'll probably have kids and maybe a mid-sized sedan would be more suiltable?Thank you for your time and help. ",Posts: 1,Member
2591,"
April 2012 ",sjung1,"
I got OTD $20316 for 2013 elantra +preferred package + floor mat, cargo tray, cargo net, Ipod cable,mud guard,rear bumber protection? (I didn't want these accessories but it comes together)Is that right price?Tax is 6.59% I dont know how much is title,registration and document fees.and target price from true car is 19194.dealer said this is the lowest price they can give.but I feel $20,316 is little expensive. ",Posts: 2,Member
2592,"
April 2012 ",lisaliz,"
Yes, plekto, even I think that's odd. That's why I haven't replaced the 12 year old Jetta before now. Pretty much anything new should be more reliable, but I don't want to buy a car I like less than my Jetta. I do like german cars, as a rule. ",Posts: 5,Member
2593,"
April 2012 ",lisaliz,"
We did try the Yaris. You're right, nobody liked it. For me, the Toyota's aggressive headrest was a deal breaker (I like to face the road, not my lap) but the menfolk didn't care for it either. ",Posts: 5,Member
2594,"
April 2012 ",toyotafan6,"
I know what you mean about the headrest, I had to adjust the driver's seat a few times to get it to the right position so that it didn't feel as if my head was pushed forward too much.At least you were open-minded enough to take a look at the Yars, I had a couple of friends tell me they didn't think I'd like it, and of course, I did - so much that I bought one.Opinions are like bellybuttons, everybody's got one, and beauty is in the eye of the beholder - and for me, the Yaris fit the bill...so far so good, no regrets...Good luck with your search! ",Posts: 49,Member
